,Cites,Authors,Title,Inclusion_rens,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,source_dataset,title_lower,unique_id
116,0,"C McDermott, E Kumeh Mensah, H Mark",Buying and selling forest carbon as a commodity is dangerous if it trumps other environmental and social uses,0,2024,The Conversation,ora.ox.ac.uk,https://ora.ox.ac.uk/objects/uuid:91b3dd16-3fa6-44c4-be3c-e10dd2489a6a,NA,488,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1,… in forest carbon sink schemes. This can cause conflict locally and weaken local democracy. … the global Reducing Emissions from Deforestation and Forest Degradation (REDD+) climate …,https://ora.ox.ac.uk/objects/uuid:91b3dd16-3fa6-44c4-be3c-e10dd2489a6a/files/rz603r0020,"https://scholar.google.com/scholar?q=related:SMmKeCLf7UUJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,buying and selling forest carbon as a commodity is dangerous if it trumps other environmental and social uses,paper_200
117,21,"J Gonzales Tovar, JP Sarmiento Barletti…",Can multistakeholder forums empower indigenous and local communities and promote forest conservation? A comparative analysis of territorial planning in two …,1,2021,… Science and Practice,Wiley Online Library,https://conbio.onlinelibrary.wiley.com/doi/abs/10.1111/csp2.326,"https://scholar.google.com/scholar?cites=9701262192840168217&as_sdt=2005&sciodt=0,5&hl=en",509,NA,10.1111/csp2.326,NA,NA,NA,NA,NA,NA,21,5.25,7,3,4,"… Throughout the 20th century, Mato Grosso's government promoted land occupation and deforestation, in line with the military government's policies and international banks' …",https://conbio.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/csp2.326,"https://scholar.google.com/scholar?q=related:GVMqnZDOoYYJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,can multistakeholder forums empower indigenous and local communities and promote forest conservation? a comparative analysis of territorial planning in two …,paper_209
118,76,PM Fearnside,Can pasture intensification discourage deforestation in the Amazon and Pantanal regions of Brazil,0,2002,Deforestation and land use in the Amazon,philip.inpa.gov.br,http://philip.inpa.gov.br/publ_livres/Resumos%20e%20anais/gains-binder.pdf,"https://scholar.google.com/scholar?cites=4935558727182765058&as_sdt=2005&sciodt=0,5&hl=en",441,PDF,NA,NA,NA,NA,NA,NA,NA,76,3.3,76,1,23,… cattle production as a means of discouraging deforestation in Amazonia and in the Pantanal … The search for effective measures to discourage deforestation should focus on the suite of …,http://philip.inpa.gov.br/publ_livres/Resumos%20e%20anais/gains-binder.pdf,"https://scholar.google.com/scholar?q=related:AszOPYOgfkQJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,can pasture intensification discourage deforestation in the amazon and pantanal regions of brazil,paper_210
119,6,K Meijer,Can Supply Chain Initiatives Reduce Deforestation?,0,2014,A comparative analysis of cases from Brazil and …,files.ethz.ch,https://www.files.ethz.ch/isn/186809/DP_36.2014.pdf,"https://scholar.google.com/scholar?cites=12532001281524995856&as_sdt=2005&sciodt=0,5&hl=en",492,PDF,NA,NA,NA,NA,NA,NA,NA,6,0.55,6,1,11,… Deforestation and forest degradation account for 12-15% of global greenhouse gas emissions. The largest driver of deforestation … As a response to the Greenpeace campaign and report…,https://www.files.ethz.ch/isn/186809/DP_36.2014.pdf,"https://scholar.google.com/scholar?q=related:EJcJpsSc6q0J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,can supply chain initiatives reduce deforestation?,paper_211
120,10,K Meijer,Can supply chain initiatives reduce deforestation? A comparative analysis of cases from Brazil and Indonesia.,0,2014,NA,cabidigitallibrary.org,https://www.cabidigitallibrary.org/doi/full/10.5555/20153131301,"https://scholar.google.com/scholar?cites=10563629046409403728&as_sdt=2005&sciodt=0,5&hl=en",472,NA,10.5555/20153131301,NA,NA,NA,NA,NA,NA,10,0.91,10,1,11,"… for farmers to expand production without deforestation or with reduced deforestation are not well … As a response to the Greenpeace campaign and report, the Soy Moratorium was signed …",NA,"https://scholar.google.com/scholar?q=related:UB07MqaMmZIJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,can supply chain initiatives reduce deforestation? a comparative analysis of cases from brazil and indonesia.,paper_212
121,0,"M Nishijima, S Pal",Can the Political Left Save the Rainforests? Impact of Leftist Mayors on Deforestation in the Brazilian Amazon,1,2024,NA,researchgate.net,https://www.researchgate.net/profile/Sarmistha-Pal-2/publication/370188448_Can_the_Political_Left_Save_the_Rainforests_Impact_of_Leftist_Mayors_on_Deforestation_in_the_Brazilian_Amazon/links/66e5ff3ba438c86fdcceca21/Can-the-Political-Left-Save-the-Rainforests-Impact-of-Leftist-Mayors-on-Deforestation-in-the-Brazilian-Amazon.pdf,NA,15,PDF,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,1,"… of deforestation, annual deforestation changes, reforestation … right-wing rivals in close elections. The results suggest that … annual changes in deforestation, increased reforestation, and …",https://www.researchgate.net/profile/Sarmistha-Pal-2/publication/370188448_Can_the_Political_Left_Save_the_Rainforests_Impact_of_Leftist_Mayors_on_Deforestation_in_the_Brazilian_Amazon/links/66e5ff3ba438c86fdcceca21/Can-the-Political-Left-Save-the-Rainforests-Impact-of-Leftist-Mayors-on-Deforestation-in-the-Brazilian-Amazon.pdf,"https://scholar.google.com/scholar?q=related:JI7Nu-7FgjsJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,can the political left save the rainforests? impact of leftist mayors on deforestation in the brazilian amazon,paper_213
122,86,A Baldwin,"Carbon nullius and racial rule: Race, nature and the cultural politics of forest carbon in Canada",1,2009,Antipode,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-8330.2009.00671.x,"https://scholar.google.com/scholar?cites=1125392706054324093&as_sdt=2005&sciodt=0,5&hl=en",489,NA,10.1111/j.1467-8330.2009.00671.x,NA,NA,NA,NA,NA,NA,86,5.38,86,1,16,"… of climate change, even less so to forest carbon management policy. Building on geographic debate … This paper considers how a particular slice of the climate debate – forest carbon …",https://www.academia.edu/download/69140202/j.1467-8330.2009.00671.x20210907-10919-g59my9.pdf,"https://scholar.google.com/scholar?q=related:ff8uHbQyng8J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,"carbon nullius and racial rule: race, nature and the cultural politics of forest carbon in canada",paper_218
123,30,"I Ménard, E Thiffault, WA Kurz, JF Boucher",Carbon sequestration and emission mitigation potential of afforestation and reforestation of unproductive territories,0,2023,New Forests,Springer,https://link.springer.com/article/10.1007/s11056-022-09955-5,"https://scholar.google.com/scholar?cites=13190605785337113639&as_sdt=2005&sciodt=0,5&hl=en",512,NA,10.1007/s11056-022-09955-5,NA,NA,NA,NA,NA,NA,30,15,8,4,2,… Afforestation and reforestation can contribute to the mitigation of climate change by increasing forested areas that can actively sequester carbon dioxide from the atmosphere through …,https://constellation.uqac.ca/id/eprint/8631/1/Menard_et_al_2023_NewForests_accepted.pdf,"https://scholar.google.com/scholar?q=related:Jyw7LxNyDrcJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,carbon sequestration and emission mitigation potential of afforestation and reforestation of unproductive territories,paper_219
124,11,C. Wang,Carbon sequestration potential of ecosystem of two main tree species in Northeast China,0,2010,Shengtai Xuebao/ Acta Ecologica Sinica,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79952718060&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79952718060&origin=inward,52,Article,NA,1000-0933,https://api.elsevier.com/content/abstract/scopus_id/79952718060,30,7,1764,1772,11,0.73,11,1,15,NA,NA,NA,scopus,carbon sequestration potential of ecosystem of two main tree species in northeast china,paper_220
125,23,T. Egusa,Carbon stock in Japanese forests has been greatly underestimated,0,2020,Scientific Reports,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084433494&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084433494&origin=inward,62,Article,10.1038/s41598-020-64851-2,2045-2322,https://api.elsevier.com/content/abstract/scopus_id/85084433494,10,1,NA,NA,23,4.6,23,1,5,NA,NA,NA,scopus,carbon stock in japanese forests has been greatly underestimated,paper_221
126,2,"L Dsouza, A Patil, C Diwan","Causes, Effects, and Possible Remedies for Deforestation in the Aarey Region",1,2021,National Journal of Professional Social …,pswjournal.org,http://pswjournal.org/index.php/njpsw/article/view/290,"https://scholar.google.com/scholar?cites=1071572581270890445&as_sdt=2005&sciodt=0,5&hl=en",138,NA,NA,NA,NA,NA,NA,NA,NA,2,0.5,1,3,4,… to understand the impact of deforestation in the Aarey Forest … of such a kind of deforestation. The method followed for data … and the rapid deforestation and the campaign to displace the …,https://pswjournal.org/index.php/njpsw/article/download/290/31,"https://scholar.google.com/scholar?q=related:zSez0ZX93g4J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,"causes, effects, and possible remedies for deforestation in the aarey region",paper_227
127,379,T. Bartley,"Certifying forests and factories: States, social movements, and the rise of private regulation in the apparel and forest products fields",1,2003,Politics and Society,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0041884922&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0041884922&origin=inward,3,Article,10.1177/0032329203254863,0032-3292,https://api.elsevier.com/content/abstract/scopus_id/0041884922,31,3,433,464,379,17.23,379,1,22,NA,NA,NA,scopus,"certifying forests and factories: states, social movements, and the rise of private regulation in the apparel and forest products fields",paper_229
128,87,"VS Lima, AM Iniguez, K Otsuki…","Chagas disease in ancient hunter-gatherer population, Brazil",0,2008,Emerging Infectious …,pmc.ncbi.nlm.nih.gov,https://pmc.ncbi.nlm.nih.gov/articles/PMC2600313/,"https://scholar.google.com/scholar?cites=17924219333284964420&as_sdt=2005&sciodt=0,5&hl=en",957,HTML,NA,NA,NA,NA,NA,NA,NA,87,5.12,22,4,17,"… This campaign was focused on the interruption of T. cruzi vectorial transmission by … This increase has been attributed to uncontrolled migration and deforestation (2). Additionally, recent …",https://pmc.ncbi.nlm.nih.gov/articles/PMC2600313/,"https://scholar.google.com/scholar?q=related:RKijXISev_gJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,"chagas disease in ancient hunter-gatherer population, brazil",paper_230
129,70,"P Mfon, OA Akintoye, G Mfon, T Olorundami…",Challenges of deforestation in Nigeria and the millennium development goals,0,2014,International Journal of …,academia.edu,https://www.academia.edu/download/34118365/Challenges_of_Deforestation_in_Nigeria_and_the_Millennium_modern_scientific_press.pdf,"https://scholar.google.com/scholar?cites=11540723746278790171&as_sdt=2005&sciodt=0,5&hl=en",284,PDF,NA,NA,NA,NA,NA,NA,NA,70,6.36,14,5,11,"… Even the annual tree planting campaign, which was started by the Forestry Association of Nigeria in order to create awareness for tree planting has been hijacked by politicians. Of …",https://www.academia.edu/download/34118365/Challenges_of_Deforestation_in_Nigeria_and_the_Millennium_modern_scientific_press.pdf,"https://scholar.google.com/scholar?q=related:G9TcExrjKKAJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,challenges of deforestation in nigeria and the millennium development goals,paper_231
130,264,S Beguería,Changes in land cover and shallow landslide activity: a case study in the Spanish Pyrenees,0,2006,Geomorphology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0169555X05002692,"https://scholar.google.com/scholar?cites=3801662495849218488&as_sdt=2005&sciodt=0,5&hl=en",556,NA,NA,NA,NA,NA,NA,NA,NA,264,13.89,264,1,19,"… of natural revegetation after land abandonment and reforestation over a long time period. … During the following decade, an intense campaign of reforestation was carried out to reduce …",https://digital.csic.es/bitstream/10261/22223/1/BegueriaS_Geomorphology_2006.pdf,"https://scholar.google.com/scholar?q=related:uIEE3eU3wjQJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,changes in land cover and shallow landslide activity: a case study in the spanish pyrenees,paper_232
